Product Group,Product Category,Printing Pages / Sides,Variables,Size,Material Specification,Finish,"Tax Label","Tax Rate","Unit Price",Unit ,"Ink Cost","Sheet Cost","Lamination Cost",OR Cost,Input - Height (mm),Input - Width (mm),Quantity 
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),White,No Lamination,VAT,20%,£21.31,sq/m,£2.00,£12.31,£0.00,£7.00,,,
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),White,Lamination Gloss,VAT,20%,£25.02,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),White,Lamination Matt,VAT,20%,£25.02,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,No Lamination,VAT,20%,£27.83,sq/m,£2.00,£18.83,£0.00,£7.00,,,
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,Lamination Gloss,VAT,20%,£31.54,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,Lamination Matt,VAT,20%,£31.54,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,1,Rectangle/Square Shape,3mm (0.15mm skin)		,White,No Lamination,VAT,20%,£18.57,sq/m,£2.00,£9.57,£0.00,£7.00,,,
Display,Dibond Hoarding Display Panels,1,Rectangle/Square Shape,3mm (0.15mm skin)		,White,Lamination Gloss,VAT,20%,£22.28,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,1,Rectangle/Square Shape,3mm (0.15mm skin)		,White,Lamination Matt,VAT,20%,£22.28,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,2mm,White,No Lamination,VAT,20%,£16.54,sq/m,£2.00,£7.54,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,2mm,White,Lamination Gloss,VAT,20%,£20.25,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,2mm,White,Lamination Matt,VAT,20%,£20.25,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,White,No Lamination,VAT,20%,£15.92,sq/m,£2.00,£6.92,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,White,Lamination Gloss,VAT,20%,£19.63,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,White,Lamination Matt,VAT,20%,£19.63,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,White,No Lamination,VAT,20%,£19.95,sq/m,£2.00,£10.95,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,White,Lamination Gloss,VAT,20%,£23.66,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,White,Lamination Matt,VAT,20%,£23.66,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,6mm,White,No Lamination,VAT,20%,£20.16,sq/m,£2.00,£11.16,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,6mm,White,Lamination Gloss,VAT,20%,£23.87,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,6mm,White,Lamination Matt,VAT,20%,£23.87,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,White,No Lamination,VAT,20%,£30.78,sq/m,£2.00,£21.78,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,White,Lamination Gloss,VAT,20%,£34.49,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,White,Lamination Matt,VAT,20%,£34.49,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,Black,No Lamination,VAT,20%,£17.04,sq/m,£2.00,£8.04,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,Black,Lamination Gloss,VAT,20%,£20.75,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,3mm,Black,Lamination Matt,VAT,20%,£20.75,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,Black,No Lamination,VAT,20%,£23.36,sq/m,£2.00,£14.36,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,Black,Lamination Gloss,VAT,20%,£27.07,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,5mm,Black,Lamination Matt,VAT,20%,£27.07,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,Black,No Lamination,VAT,20%,£34.14,sq/m,£2.00,£25.14,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,Black,Lamination Gloss,VAT,20%,£37.85,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,10mm,Black,Lamination Matt,VAT,20%,£37.85,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,19mm,Black,No Lamination,VAT,20%,£50.98,sq/m,£2.00,£41.98,£0.00,£7.00,,,
Display,Foamex,1,Rectangle/Square Shape,19mm,Black,Lamination Gloss,VAT,20%,£54.69,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Foamex,1,Rectangle/Square Shape,19mm,Black,Lamination Matt,VAT,20%,£54.69,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Correx,1,Rectangle/Square Shape,4mm,White,Lamination Gloss,VAT,20%,£11.21,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,1,Rectangle/Square Shape,6mm,White,Lamination Gloss,VAT,20%,£14.13,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Correx,1,Rectangle/Square Shape,4mm,White,Lamination Matt,VAT,20%,£11.21,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,1,Rectangle/Square Shape,6mm,White,Lamination Matt,VAT,20%,£14.13,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),White,No Lamination,VAT,20%,£34.10,sq/m,£2.00,£12.31,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),White,Lamination Gloss,VAT,20%,£40.03,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),White,Lamination Matt,VAT,20%,£40.03,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,No Lamination,VAT,20%,£44.53,sq/m,£2.00,£18.83,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,Lamination Gloss,VAT,20%,£50.46,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Rectangle/Square Shape,3mm (0.2mm skin),Brushed Steel,Lamination Matt,VAT,20%,£50.46,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,2,Rectangle/Square Shape,3mm (0.15mm skin)		,White,No Lamination,VAT,20%,£29.71,sq/m,£2.00,£9.57,£0.00,£7.00,,,
Display,Dibond Hoarding Display Panels,2,Rectangle/Square Shape,3mm (0.15mm skin)		,White,Lamination Gloss,VAT,20%,£35.65,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,2,Rectangle/Square Shape,3mm (0.15mm skin)		,White,Lamination Matt,VAT,20%,£35.65,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,2mm,White,No Lamination,VAT,20%,£26.46,sq/m,£2.00,£7.54,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,2mm,White,Lamination Gloss,VAT,20%,£32.40,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,2mm,White,Lamination Matt,VAT,20%,£32.40,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,White,No Lamination,VAT,20%,£25.47,sq/m,£2.00,£6.92,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,White,Lamination Gloss,VAT,20%,£31.41,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,White,Lamination Matt,VAT,20%,£31.41,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,White,No Lamination,VAT,20%,£31.92,sq/m,£2.00,£10.95,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,White,Lamination Gloss,VAT,20%,£37.86,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,White,Lamination Matt,VAT,20%,£37.86,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,6mm,White,No Lamination,VAT,20%,£32.26,sq/m,£2.00,£11.16,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,6mm,White,Lamination Gloss,VAT,20%,£38.19,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,6mm,White,Lamination Matt,VAT,20%,£38.19,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,White,No Lamination,VAT,20%,£49.25,sq/m,£2.00,£21.78,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,White,Lamination Gloss,VAT,20%,£55.18,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,White,Lamination Matt,VAT,20%,£55.18,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,Black,No Lamination,VAT,20%,£27.26,sq/m,£2.00,£8.04,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,Black,Lamination Gloss,VAT,20%,£33.20,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,3mm,Black,Lamination Matt,VAT,20%,£33.20,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,Black,No Lamination,VAT,20%,£37.38,sq/m,£2.00,£14.36,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,Black,Lamination Gloss,VAT,20%,£43.31,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,5mm,Black,Lamination Matt,VAT,20%,£43.31,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,Black,No Lamination,VAT,20%,£54.62,sq/m,£2.00,£25.14,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,Black,Lamination Gloss,VAT,20%,£60.56,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,10mm,Black,Lamination Matt,VAT,20%,£60.56,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,19mm,Black,No Lamination,VAT,20%,£81.57,sq/m,£2.00,£41.98,£0.00,£7.00,,,
Display,Foamex,2,Rectangle/Square Shape,19mm,Black,Lamination Gloss,VAT,20%,£87.50,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Foamex,2,Rectangle/Square Shape,19mm,Black,Lamination Matt,VAT,20%,£87.50,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Correx,2,Rectangle/Square Shape,4mm,White,Lamination Gloss,VAT,20%,£17.94,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,2,Rectangle/Square Shape,6mm,White,Lamination Gloss,VAT,20%,£22.61,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Correx,2,Rectangle/Square Shape,4mm,White,Lamination Matt,VAT,20%,£17.94,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,2,Rectangle/Square Shape,6mm,White,Lamination Matt,VAT,20%,£22.61,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),White,No Lamination,VAT,20%,£24.51,sq/m,£2.00,£12.31,£0.00,£7.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),White,Lamination Gloss,VAT,20%,£28.77,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),White,Lamination Matt,VAT,20%,£28.77,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),Brushed Steel,No Lamination,VAT,20%,£32.00,sq/m,£2.00,£18.83,£0.00,£7.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),Brushed Steel,Lamination Gloss,VAT,20%,£36.27,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Display Panels,1,Cut To Shape,3mm (0.2mm skin),Brushed Steel,Lamination Matt,VAT,20%,£36.27,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,1,Cut To Shape,3mm (0.15mm skin)		,White,No Lamination,VAT,20%,£21.36,sq/m,£2.00,£9.57,£0.00,£7.00,,,
Display,Dibond Hoarding Display Panels,1,Cut To Shape,3mm (0.15mm skin)		,White,Lamination Gloss,VAT,20%,£25.62,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,1,Cut To Shape,3mm (0.15mm skin)		,White,Lamination Matt,VAT,20%,£25.62,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,2mm,White,No Lamination,VAT,20%,£19.02,sq/m,£2.00,£7.54,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,2mm,White,Lamination Gloss,VAT,20%,£23.29,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,2mm,White,Lamination Matt,VAT,20%,£23.29,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,3mm,White,No Lamination,VAT,20%,£18.31,sq/m,£2.00,£6.92,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,3mm,White,Lamination Gloss,VAT,20%,£22.57,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,3mm,White,Lamination Matt,VAT,20%,£22.57,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,5mm,White,No Lamination,VAT,20%,£22.94,sq/m,£2.00,£10.95,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,5mm,White,Lamination Gloss,VAT,20%,£27.21,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,5mm,White,Lamination Matt,VAT,20%,£27.21,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,6mm,White,No Lamination,VAT,20%,£23.18,sq/m,£2.00,£11.16,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,6mm,White,Lamination Gloss,VAT,20%,£27.45,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,6mm,White,Lamination Matt,VAT,20%,£27.45,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,10mm,White,No Lamination,VAT,20%,£35.40,sq/m,£2.00,£21.78,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,10mm,White,Lamination Gloss,VAT,20%,£39.66,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,10mm,White,Lamination Matt,VAT,20%,£39.66,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,3mm,Black,No Lamination,VAT,20%,£19.60,sq/m,£2.00,£8.04,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,3mm,Black,Lamination Gloss,VAT,20%,£23.86,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,3mm,Black,Lamination Matt,VAT,20%,£23.86,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,5mm,Black,No Lamination,VAT,20%,£26.86,sq/m,£2.00,£14.36,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,5mm,Black,Lamination Gloss,VAT,20%,£31.13,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,5mm,Black,Lamination Matt,VAT,20%,£31.13,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,10mm,Black,No Lamination,VAT,20%,£39.26,sq/m,£2.00,£25.14,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,10mm,Black,Lamination Gloss,VAT,20%,£43.53,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,10mm,Black,Lamination Matt,VAT,20%,£43.53,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,19mm,Black,No Lamination,VAT,20%,£58.63,sq/m,£2.00,£41.98,£0.00,£7.00,,,
Display,Foamex,1,Cut To Shape,19mm,Black,Lamination Gloss,VAT,20%,£62.89,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Foamex,1,Cut To Shape,19mm,Black,Lamination Matt,VAT,20%,£62.89,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Correx,1,Cut To Shape,4mm,White,Lamination Gloss,VAT,20%,£12.89,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,1,Cut To Shape,6mm,White,Lamination Gloss,VAT,20%,£16.25,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Correx,1,Cut To Shape,4mm,White,Lamination Matt,VAT,20%,£12.89,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,1,Cut To Shape,6mm,White,Lamination Matt,VAT,20%,£16.25,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),White,No Lamination,VAT,20%,£38.36,sq/m,£2.00,£12.31,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),White,Lamination Gloss,VAT,20%,£45.04,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),White,Lamination Matt,VAT,20%,£45.04,sq/m,£2.00,£12.31,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),Brushed Steel,No Lamination,VAT,20%,£50.09,sq/m,£2.00,£18.83,£0.00,£7.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),Brushed Steel,Lamination Gloss,VAT,20%,£56.77,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Display Panels,2,Cut To Shape,3mm (0.2mm skin),Brushed Steel,Lamination Matt,VAT,20%,£56.77,sq/m,£2.00,£18.83,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,2,Cut To Shape,3mm (0.15mm skin)		,White,No Lamination,VAT,20%,£33.43,sq/m,£2.00,£9.57,£0.00,£7.00,,,
Display,Dibond Hoarding Display Panels,2,Cut To Shape,3mm (0.15mm skin)		,White,Lamination Gloss,VAT,20%,£40.10,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Dibond Hoarding Display Panels,2,Cut To Shape,3mm (0.15mm skin)		,White,Lamination Matt,VAT,20%,£40.10,sq/m,£2.00,£9.57,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,2mm,White,No Lamination,VAT,20%,£29.77,sq/m,£2.00,£7.54,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,2mm,White,Lamination Gloss,VAT,20%,£36.45,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,2mm,White,Lamination Matt,VAT,20%,£36.45,sq/m,£2.00,£7.54,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,3mm,White,No Lamination,VAT,20%,£28.66,sq/m,£2.00,£6.92,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,3mm,White,Lamination Gloss,VAT,20%,£35.33,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,3mm,White,Lamination Matt,VAT,20%,£35.33,sq/m,£2.00,£6.92,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,5mm,White,No Lamination,VAT,20%,£35.91,sq/m,£2.00,£10.95,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,5mm,White,Lamination Gloss,VAT,20%,£42.59,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,5mm,White,Lamination Matt,VAT,20%,£42.59,sq/m,£2.00,£10.95,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,6mm,White,No Lamination,VAT,20%,£36.29,sq/m,£2.00,£11.16,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,6mm,White,Lamination Gloss,VAT,20%,£42.97,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,6mm,White,Lamination Matt,VAT,20%,£42.97,sq/m,£2.00,£11.16,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,10mm,White,No Lamination,VAT,20%,£55.40,sq/m,£2.00,£21.78,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,10mm,White,Lamination Gloss,VAT,20%,£62.08,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,10mm,White,Lamination Matt,VAT,20%,£62.08,sq/m,£2.00,£21.78,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,3mm,Black,No Lamination,VAT,20%,£30.67,sq/m,£2.00,£8.04,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,3mm,Black,Lamination Gloss,VAT,20%,£37.35,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,3mm,Black,Lamination Matt,VAT,20%,£37.35,sq/m,£2.00,£8.04,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,5mm,Black,No Lamination,VAT,20%,£42.05,sq/m,£2.00,£14.36,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,5mm,Black,Lamination Gloss,VAT,20%,£48.73,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,5mm,Black,Lamination Matt,VAT,20%,£48.73,sq/m,£2.00,£14.36,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,10mm,Black,No Lamination,VAT,20%,£61.45,sq/m,£2.00,£25.14,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,10mm,Black,Lamination Gloss,VAT,20%,£68.13,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,10mm,Black,Lamination Matt,VAT,20%,£68.13,sq/m,£2.00,£25.14,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,19mm,Black,No Lamination,VAT,20%,£91.76,sq/m,£2.00,£41.98,£0.00,£7.00,,,
Display,Foamex,2,Cut To Shape,19mm,Black,Lamination Gloss,VAT,20%,£98.44,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Foamex,2,Cut To Shape,19mm,Black,Lamination Matt,VAT,20%,£98.44,sq/m,£2.00,£41.98,£2.71,£8.00,,,
Display,Correx,2,Cut To Shape,4mm,White,Lamination Gloss,VAT,20%,£20.18,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,2,Cut To Shape,6mm,White,Lamination Gloss,VAT,20%,£25.43,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Correx,2,Cut To Shape,4mm,White,Lamination Matt,VAT,20%,£20.18,sq/m,£2.00,£2.21,£0.00,£7.00,,,
Display,Correx,2,Cut To Shape,6mm,White,Lamination Matt,VAT,20%,£25.43,sq/m,£2.00,£5.13,£0.00,£7.00,,,
Display,Magentic Vinyl,1,Rectangle/Square Shape,2mm,No Colour,No Lamination,VAT,20%,£20.13,sq/m,£2.00,£11.13,£0.00,£7.00,,,
Display,Triaprint Polypropalene,1,Rectangle/Square Shape,3.7mm,No Colour,No Lamination,VAT,20%,£13.39,sq/m,£2.00,£4.39,£0.00,£7.00,,,
Display,Triaprint Polypropalene,1,Rectangle/Square Shape,5.7mm,No Colour,No Lamination,VAT,20%,£17.08,sq/m,£2.00,£8.08,£0.00,£7.00,,,
Display,Magentic Vinyl,1,Cut To Shape,2mm,No Colour,No Lamination,VAT,20%,£23.15,sq/m,£2.00,£11.13,£0.00,£7.00,,,
Display,Triaprint Polypropalene,1,Cut To Shape,3.7mm,No Colour,No Lamination,VAT,20%,£15.40,sq/m,£2.00,£4.39,£0.00,£7.00,,,
